pin,pin10,year,class,triad_name,triad_code,township_name,township_code,nbhd_code,tax_code,zip_code,lon,lat,x_3435,y_3435,census_block_group_geoid,census_block_geoid,census_congressional_district_geoid,census_congressional_district_num,census_county_subdivision_geoid,census_place_geoid,census_puma_geoid,census_school_district_elementary_geoid,census_school_district_secondary_geoid,census_school_district_unified_geoid,census_state_representative_geoid,census_state_representative_num,census_state_senate_geoid,census_state_senate_num,census_tract_geoid,census_zcta_geoid,census_data_year,census_acs5_congressional_district_geoid,census_acs5_congressional_district_num,census_acs5_county_subdivision_geoid,census_acs5_place_geoid,census_acs5_puma_geoid,census_acs5_school_district_elementary_geoid,census_acs5_school_district_secondary_geoid,census_acs5_school_district_unified_geoid,census_acs5_state_representative_geoid,census_acs5_state_representative_num,census_acs5_state_senate_geoid,census_acs5_state_senate_num,census_acs5_tract_geoid,census_acs5_data_year,cook_board_of_review_district_num,cook_board_of_review_district_data_year,cook_commissioner_district_num,cook_commissioner_district_data_year,cook_judicial_district_num,cook_judicial_district_data_year,ward_num,ward_chicago_data_year,ward_evanston_data_year,chicago_community_area_num,chicago_community_area_name,chicago_community_area_data_year,chicago_industrial_corridor_num,chicago_industrial_corridor_name,chicago_industrial_corridor_data_year,chicago_police_district_num,chicago_police_district_data_year,econ_coordinated_care_area_num,econ_coordinated_care_area_data_year,econ_enterprise_zone_num,econ_enterprise_zone_data_year,econ_industrial_growth_zone_num,econ_industrial_growth_zone_data_year,econ_qualified_opportunity_zone_num,econ_qualified_opportunity_zone_data_year,econ_central_business_district_num,econ_central_business_district_data_year,env_flood_fema_sfha,env_flood_fema_data_year,env_flood_fs_factor,env_flood_fs_risk_direction,env_flood_fs_data_year,env_ohare_noise_contour_no_buffer_bool,env_ohare_noise_contour_half_mile_buffer_bool,env_ohare_noise_contour_data_year,env_airport_noise_dnl,env_airport_noise_data_year,school_elementary_district_geoid,school_elementary_district_name,school_secondary_district_geoid,school_secondary_district_name,school_unified_district_geoid,school_unified_district_name,school_school_year,school_data_year,tax_municipality_num,tax_municipality_name,tax_school_elementary_district_num,tax_school_elementary_district_name,tax_school_secondary_district_num,tax_school_secondary_district_name,tax_school_unified_district_num,tax_school_unified_district_name,tax_community_college_district_num,tax_community_college_district_name,tax_fire_protection_district_num,tax_fire_protection_district_name,tax_library_district_num,tax_library_district_name,tax_park_district_num,tax_park_district_name,tax_sanitation_district_num,tax_sanitation_district_name,tax_special_service_area_num,tax_special_service_area_name,tax_tif_district_num,tax_tif_district_name,tax_data_year,access_cmap_walk_id,access_cmap_walk_nta_score,access_cmap_walk_total_score,access_cmap_walk_data_year,misc_subdivision_id,misc_subdivision_data_year,row_id
20283240190000,2028324019,2025,100,City,1,Lake,72,72251,72225,60620.0,-87.6399839249,41.7509346072,1173444.8599940324,1852593.8700833772,170317101001,170317101001024,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710100,60620,2024,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710100,2023,3,2023,3,2023,1,2022,17,2023,,71,AUBURN GRESHAM,2018,,,,6,2018,,,,,,,17031710100.0,2019.0,,,False,2024,1.0,0.0,2019.0,False,False,2020,52.1148490906,omp,610300,CPS ELEMENTARY - WESTCOTT,609712,CPS SECONDARY - HIRSCH HS,,,2023 - 2024,2024,30210000,CITY OF CHICAGO,,,,,44060000,BOARD OF EDUCATION,43030000,CHICAGO COMMUNITY COLLEGE DISTRICT 508,,,30210001,CITY OF CHICAGO LIBRARY FUND,50200000,CHICAGO PARK DISTRICT,,,,,30210517.0,TIF - CHICAGO - 79TH ST CORRIDOR,2023,731,73.0,81.0,2017,2028E_B,2024.0,202832401900002025
20283240200000,2028324020,2025,190,City,1,Lake,72,72251,72225,60620.0,-87.6398467556,41.7509369725,1173482.2827898124,1852595.0336445763,170317101001,170317101001024,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710100,60620,2024,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710100,2023,3,2023,3,2023,1,2022,17,2023,,71,AUBURN GRESHAM,2018,,,,6,2018,,,,,,,17031710100.0,2019.0,,,False,2024,1.0,0.0,2019.0,False,False,2020,52.1148490906,omp,610300,CPS ELEMENTARY - WESTCOTT,609712,CPS SECONDARY - HIRSCH HS,,,2023 - 2024,2024,30210000,CITY OF CHICAGO,,,,,44060000,BOARD OF EDUCATION,43030000,CHICAGO COMMUNITY COLLEGE DISTRICT 508,,,30210001,CITY OF CHICAGO LIBRARY FUND,50200000,CHICAGO PARK DISTRICT,,,,,30210517.0,TIF - CHICAGO - 79TH ST CORRIDOR,2023,731,73.0,81.0,2017,2028E_B,2024.0,202832402000002025
20283300370000,2028330037,2025,100,City,1,Lake,72,72251,72227,60620.0,-87.6382096053,41.7510660918,1173928.6358020648,1852645.6885117895,170316912003,170316912003019,1701,1,1703114000,1714000,1703165,,,1709930,17031,31,17016,16,17031691200,60620,2024,1701,1,1703114000,1714000,1703165,,,1709930,17031,31,17016,16,17031691200,2023,3,2023,3,2023,1,2022,17,2023,,69,GREATER GRAND CROSSING,2018,,,,6,2018,,,,,,,,,,,False,2024,1.0,0.0,2019.0,False,False,2020,52.061756134,omp,610300,CPS ELEMENTARY - WESTCOTT,609712,CPS SECONDARY - HIRSCH HS,,,2023 - 2024,2024,30210000,CITY OF CHICAGO,,,,,44060000,BOARD OF EDUCATION,43030000,CHICAGO COMMUNITY COLLEGE DISTRICT 508,,,30210001,CITY OF CHICAGO LIBRARY FUND,50200000,CHICAGO PARK DISTRICT,,,,,30210650.0,TIF - CHICAGO - 79TH / VINCENNES,2023,731,73.0,81.0,2017,2028F_K,2024.0,202833003700002025
20283300380000,2028330038,2025,100,City,1,Lake,72,72251,72227,60620.0,-87.637352296,41.7509982185,1174162.7714366512,1852622.8472898104,170316912003,170316912003019,1701,1,1703114000,1714000,1703165,,,1709930,17031,31,17016,16,17031691200,60620,2024,1701,1,1703114000,1714000,1703165,,,1709930,17031,31,17016,16,17031691200,2023,3,2023,3,2023,1,2022,17,2023,,69,GREATER GRAND CROSSING,2018,,,,6,2018,,,,,,,,,,,False,2024,1.0,0.0,2019.0,False,False,2020,52.0472335815,omp,610300,CPS ELEMENTARY - WESTCOTT,609712,CPS SECONDARY - HIRSCH HS,,,2023 - 2024,2024,30210000,CITY OF CHICAGO,,,,,44060000,BOARD OF EDUCATION,43030000,CHICAGO COMMUNITY COLLEGE DISTRICT 508,,,30210001,CITY OF CHICAGO LIBRARY FUND,50200000,CHICAGO PARK DISTRICT,,,,,30210650.0,TIF - CHICAGO - 79TH / VINCENNES,2023,731,73.0,81.0,2017,2028F_J,2024.0,202833003800002025
20283300390000,2028330039,2025,295,City,1,Lake,72,72251,72227,60620.0,-87.63744432,41.7509959962,1174137.6672079072,1852621.8343751885,170316912003,170316912003019,1701,1,1703114000,1714000,1703165,,,1709930,17031,31,17016,16,17031691200,60620,2024,1701,1,1703114000,1714000,1703165,,,1709930,17031,31,17016,16,17031691200,2023,3,2023,3,2023,1,2022,17,2023,,69,GREATER GRAND CROSSING,2018,,,,6,2018,,,,,,,,,,,False,2024,1.0,0.0,2019.0,False,False,2020,52.0472335815,omp,610300,CPS ELEMENTARY - WESTCOTT,609712,CPS SECONDARY - HIRSCH HS,,,2023 - 2024,2024,30210000,CITY OF CHICAGO,,,,,44060000,BOARD OF EDUCATION,43030000,CHICAGO COMMUNITY COLLEGE DISTRICT 508,,,30210001,CITY OF CHICAGO LIBRARY FUND,50200000,CHICAGO PARK DISTRICT,,,,,30210650.0,TIF - CHICAGO - 79TH / VINCENNES,2023,731,73.0,81.0,2017,2028F_J,2024.0,202833003900002025
20283300410000,2028330041,2025,295,City,1,Lake,72,72251,72227,60620.0,-87.6376123497,41.7510006339,1174091.8029235464,1852623.1535072837,170316912003,170316912003019,1701,1,1703114000,1714000,1703165,,,1709930,17031,31,17016,16,17031691200,60620,2024,1701,1,1703114000,1714000,1703165,,,1709930,17031,31,17016,16,17031691200,2023,3,2023,3,2023,1,2022,17,2023,,69,GREATER GRAND CROSSING,2018,,,,6,2018,,,,,,,,,,,False,2024,1.0,0.0,2019.0,False,False,2020,52.0540161133,omp,610300,CPS ELEMENTARY - WESTCOTT,609712,CPS SECONDARY - HIRSCH HS,,,2023 - 2024,2024,30210000,CITY OF CHICAGO,,,,,44060000,BOARD OF EDUCATION,43030000,CHICAGO COMMUNITY COLLEGE DISTRICT 508,,,30210001,CITY OF CHICAGO LIBRARY FUND,50200000,CHICAGO PARK DISTRICT,,,,,30210650.0,TIF - CHICAGO - 79TH / VINCENNES,2023,731,73.0,81.0,2017,2028F_J,2024.0,202833004100002025
20284090010000,2028409001,2025,590,City,1,Lake,72,72260,72227,60620.0,-87.6321562783,41.7558161883,1175566.3118974643,1854389.9853446917,170316912002,170316912002023,1701,1,1703114000,1714000,1703165,,,1709930,17031,31,17016,16,17031691200,60620,2024,1701,1,1703114000,1714000,1703165,,,1709930,17031,31,17016,16,17031691200,2023,3,2023,3,2023,1,2022,17,2023,,69,GREATER GRAND CROSSING,2018,,,,6,2018,,,,,,,,,,,False,2024,1.0,0.0,2019.0,False,False,2020,52.5,omp,609971,CPS ELEMENTARY - HARVARD,610592,CPS SECONDARY - ENGLEWOOD STEM HS,,,2023 - 2024,2024,30210000,CITY OF CHICAGO,,,,,44060000,BOARD OF EDUCATION,43030000,CHICAGO COMMUNITY COLLEGE DISTRICT 508,,,30210001,CITY OF CHICAGO LIBRARY FUND,50200000,CHICAGO PARK DISTRICT,,,,,30210650.0,TIF - CHICAGO - 79TH / VINCENNES,2023,732,52.0,61.0,2017,2028G_A,2024.0,202840900100002025
20284090020000,2028409002,2025,517,City,1,Lake,72,72260,72227,60620.0,-87.6322322142,41.7554730612,1175546.6116088026,1854264.783911227,170316912002,170316912002023,1701,1,1703114000,1714000,1703165,,,1709930,17031,31,17016,16,17031691200,60620,2024,1701,1,1703114000,1714000,1703165,,,1709930,17031,31,17016,16,17031691200,2023,3,2023,3,2023,1,2022,17,2023,,69,GREATER GRAND CROSSING,2018,,,,6,2018,,,,,,,,,,,False,2024,1.0,0.0,2019.0,False,False,2020,52.5,omp,609971,CPS ELEMENTARY - HARVARD,610592,CPS SECONDARY - ENGLEWOOD STEM HS,,,2023 - 2024,2024,30210000,CITY OF CHICAGO,,,,,44060000,BOARD OF EDUCATION,43030000,CHICAGO COMMUNITY COLLEGE DISTRICT 508,,,30210001,CITY OF CHICAGO LIBRARY FUND,50200000,CHICAGO PARK DISTRICT,,,,,30210650.0,TIF - CHICAGO - 79TH / VINCENNES,2023,732,52.0,61.0,2017,2028G_A,2024.0,202840900200002025
20284090030000,2028409003,2025,517,City,1,Lake,72,72260,72227,60620.0,-87.6322708558,41.7553034747,1175536.5716748843,1854202.9021437657,170316912002,170316912002023,1701,1,1703114000,1714000,1703165,,,1709930,17031,31,17016,16,17031691200,60620,2024,1701,1,1703114000,1714000,1703165,,,1709930,17031,31,17016,16,17031691200,2023,3,2023,3,2023,1,2022,17,2023,,69,GREATER GRAND CROSSING,2018,,,,6,2018,,,,,,,,,,,False,2024,1.0,0.0,2019.0,False,False,2020,52.5,omp,609971,CPS ELEMENTARY - HARVARD,610592,CPS SECONDARY - ENGLEWOOD STEM HS,,,2023 - 2024,2024,30210000,CITY OF CHICAGO,,,,,44060000,BOARD OF EDUCATION,43030000,CHICAGO COMMUNITY COLLEGE DISTRICT 508,,,30210001,CITY OF CHICAGO LIBRARY FUND,50200000,CHICAGO PARK DISTRICT,,,,,30210650.0,TIF - CHICAGO - 79TH / VINCENNES,2023,732,52.0,61.0,2017,2028G_A,2024.0,202840900300002025
20284090040000,2028409004,2025,501,City,1,Lake,72,72260,72227,,-87.6323027452,41.7551661106,1175528.2783943145,1854152.7769521151,170316912002,170316912002023,1701,1,1703114000,1714000,1703165,,,1709930,17031,31,17016,16,17031691200,60620,2024,1701,1,1703114000,1714000,1703165,,,1709930,17031,31,17016,16,17031691200,2023,3,2023,3,2023,1,2022,17,2023,,69,GREATER GRAND CROSSING,2018,,,,6,2018,,,,,,,,,,,False,2024,1.0,0.0,2019.0,False,False,2020,52.5,omp,609971,CPS ELEMENTARY - HARVARD,610592,CPS SECONDARY - ENGLEWOOD STEM HS,,,2023 - 2024,2024,30210000,CITY OF CHICAGO,,,,,44060000,BOARD OF EDUCATION,43030000,CHICAGO COMMUNITY COLLEGE DISTRICT 508,,,30210001,CITY OF CHICAGO LIBRARY FUND,50200000,CHICAGO PARK DISTRICT,,,,,30210650.0,TIF - CHICAGO - 79TH / VINCENNES,2023,732,52.0,61.0,2017,2028G_A,2024.0,202840900400002025
20284090090000,2028409009,2025,580,City,1,Lake,72,72260,72227,,-87.6316692632,41.7559665121,1175698.7480880548,1854445.8454510227,170316912002,170316912002024,1701,1,1703114000,1714000,1703165,,,1709930,17031,31,17016,16,17031691200,60620,2024,1701,1,1703114000,1714000,1703165,,,1709930,17031,31,17016,16,17031691200,2023,3,2023,3,2023,1,2022,17,2023,,69,GREATER GRAND CROSSING,2018,,,,6,2018,,,,,,,,,,,False,2024,1.0,0.0,2019.0,False,False,2020,52.5,omp,609971,CPS ELEMENTARY - HARVARD,610592,CPS SECONDARY - ENGLEWOOD STEM HS,,,2023 - 2024,2024,30210000,CITY OF CHICAGO,,,,,44060000,BOARD OF EDUCATION,43030000,CHICAGO COMMUNITY COLLEGE DISTRICT 508,,,30210001,CITY OF CHICAGO LIBRARY FUND,50200000,CHICAGO PARK DISTRICT,,,,,30210650.0,TIF - CHICAGO - 79TH / VINCENNES,2023,732,52.0,61.0,2017,2028G_D,2024.0,202840900900002025
20284090100000,2028409010,2025,580,City,1,Lake,72,72260,72227,,-87.631666315,41.7558294012,1175699.96,1854395.8900000008,170316912002,170316912002024,1701,1,1703114000,1714000,1703165,,,1709930,17031,31,17016,16,17031691200,60620,2024,1701,1,1703114000,1714000,1703165,,,1709930,17031,31,17016,16,17031691200,2023,3,2023,3,2023,1,2022,17,2023,,69,GREATER GRAND CROSSING,2018,,,,6,2018,,,,,,,,,,,False,2024,1.0,0.0,2019.0,False,False,2020,52.5,omp,609971,CPS ELEMENTARY - HARVARD,610592,CPS SECONDARY - ENGLEWOOD STEM HS,,,2023 - 2024,2024,30210000,CITY OF CHICAGO,,,,,44060000,BOARD OF EDUCATION,43030000,CHICAGO COMMUNITY COLLEGE DISTRICT 508,,,30210001,CITY OF CHICAGO LIBRARY FUND,50200000,CHICAGO PARK DISTRICT,,,,,30210650.0,TIF - CHICAGO - 79TH / VINCENNES,2023,732,52.0,61.0,2017,2028G_D,2024.0,202840901000002025
20284090110000,2028409011,2025,580,City,1,Lake,72,72260,72227,,-87.6316647848,41.7557608411,1175700.5812709073,1854370.9106924075,170316912002,170316912002024,1701,1,1703114000,1714000,1703165,,,1709930,17031,31,17016,16,17031691200,60620,2024,1701,1,1703114000,1714000,1703165,,,1709930,17031,31,17016,16,17031691200,2023,3,2023,3,2023,1,2022,17,2023,,69,GREATER GRAND CROSSING,2018,,,,6,2018,,,,,,,,,,,False,2024,1.0,0.0,2019.0,False,False,2020,52.5,omp,609971,CPS ELEMENTARY - HARVARD,610592,CPS SECONDARY - ENGLEWOOD STEM HS,,,2023 - 2024,2024,30210000,CITY OF CHICAGO,,,,,44060000,BOARD OF EDUCATION,43030000,CHICAGO COMMUNITY COLLEGE DISTRICT 508,,,30210001,CITY OF CHICAGO LIBRARY FUND,50200000,CHICAGO PARK DISTRICT,,,,,30210650.0,TIF - CHICAGO - 79TH / VINCENNES,2023,732,52.0,61.0,2017,2028G_D,2024.0,202840901100002025
20284090120000,2028409012,2025,580,City,1,Lake,72,72260,72227,,-87.6316634487,41.7556922913,1175701.14956118,1854345.9346915293,170316912002,170316912002024,1701,1,1703114000,1714000,1703165,,,1709930,17031,31,17016,16,17031691200,60620,2024,1701,1,1703114000,1714000,1703165,,,1709930,17031,31,17016,16,17031691200,2023,3,2023,3,2023,1,2022,17,2023,,69,GREATER GRAND CROSSING,2018,,,,6,2018,,,,,,,,,,,False,2024,1.0,0.0,2019.0,False,False,2020,52.5,omp,609971,CPS ELEMENTARY - HARVARD,610592,CPS SECONDARY - ENGLEWOOD STEM HS,,,2023 - 2024,2024,30210000,CITY OF CHICAGO,,,,,44060000,BOARD OF EDUCATION,43030000,CHICAGO COMMUNITY COLLEGE DISTRICT 508,,,30210001,CITY OF CHICAGO LIBRARY FUND,50200000,CHICAGO PARK DISTRICT,,,,,30210650.0,TIF - CHICAGO - 79TH / VINCENNES,2023,732,52.0,61.0,2017,2028G_D,2024.0,202840901200002025
20284090130000,2028409013,2025,580,City,1,Lake,72,72260,72227,,-87.6316597445,41.7555207916,1175702.6699665887,1854283.449936214,170316912002,170316912002024,1701,1,1703114000,1714000,1703165,,,1709930,17031,31,17016,16,17031691200,60620,2024,1701,1,1703114000,1714000,1703165,,,1709930,17031,31,17016,16,17031691200,2023,3,2023,3,2023,1,2022,17,2023,,69,GREATER GRAND CROSSING,2018,,,,6,2018,,,,,,,,,,,False,2024,1.0,0.0,2019.0,False,False,2020,52.5,omp,609971,CPS ELEMENTARY - HARVARD,610592,CPS SECONDARY - ENGLEWOOD STEM HS,,,2023 - 2024,2024,30210000,CITY OF CHICAGO,,,,,44060000,BOARD OF EDUCATION,43030000,CHICAGO COMMUNITY COLLEGE DISTRICT 508,,,30210001,CITY OF CHICAGO LIBRARY FUND,50200000,CHICAGO PARK DISTRICT,,,,,30210650.0,TIF - CHICAGO - 79TH / VINCENNES,2023,732,52.0,61.0,2017,2028G_A,2024.0,202840901300002025
20284090280000,2028409028,2025,501,City,1,Lake,72,72260,72227,60620.0,-87.6323120454,41.7550657197,1175526.038865226,1854116.174676972,170316912002,170316912002023,1701,1,1703114000,1714000,1703165,,,1709930,17031,31,17016,16,17031691200,60620,2024,1701,1,1703114000,1714000,1703165,,,1709930,17031,31,17016,16,17031691200,2023,3,2023,3,2023,1,2022,17,2023,,69,GREATER GRAND CROSSING,2018,,,,6,2018,,,,,,,,,,,False,2024,1.0,0.0,2019.0,False,False,2020,52.5,omp,609971,CPS ELEMENTARY - HARVARD,610592,CPS SECONDARY - ENGLEWOOD STEM HS,,,2023 - 2024,2024,30210000,CITY OF CHICAGO,,,,,44060000,BOARD OF EDUCATION,43030000,CHICAGO COMMUNITY COLLEGE DISTRICT 508,,,30210001,CITY OF CHICAGO LIBRARY FUND,50200000,CHICAGO PARK DISTRICT,,,,,30210650.0,TIF - CHICAGO - 79TH / VINCENNES,2023,732,52.0,61.0,2017,2028G_A,2024.0,202840902800002025
20284090300000,2028409030,2025,580,City,1,Lake,72,72260,72227,,-87.631653123,41.7552094492,1175705.4019612432,1854170.0141813308,170316912002,170316912002024,1701,1,1703114000,1714000,1703165,,,1709930,17031,31,17016,16,17031691200,60620,2024,1701,1,1703114000,1714000,1703165,,,1709930,17031,31,17016,16,17031691200,2023,3,2023,3,2023,1,2022,17,2023,,69,GREATER GRAND CROSSING,2018,,,,6,2018,,,,,,,,,,,False,2024,1.0,0.0,2019.0,False,False,2020,52.5,omp,609971,CPS ELEMENTARY - HARVARD,610592,CPS SECONDARY - ENGLEWOOD STEM HS,,,2023 - 2024,2024,30210000,CITY OF CHICAGO,,,,,44060000,BOARD OF EDUCATION,43030000,CHICAGO COMMUNITY COLLEGE DISTRICT 508,,,30210001,CITY OF CHICAGO LIBRARY FUND,50200000,CHICAGO PARK DISTRICT,,,,,30210650.0,TIF - CHICAGO - 79TH / VINCENNES,2023,732,52.0,61.0,2017,2028G_F,2024.0,202840903000002025
20284100090000,2028410009,2025,593,City,1,Lake,72,72260,72227,60620.0,-87.6297996497,41.7554133733,1176210.5225864614,1854248.452541233,170316912002,170316912002009,1701,1,1703114000,1714000,1703165,,,1709930,17031,31,17016,16,17031691200,60620,2024,1701,1,1703114000,1714000,1703165,,,1709930,17031,31,17016,16,17031691200,2023,3,2023,3,2023,1,2022,17,2023,,69,GREATER GRAND CROSSING,2018,,,,6,2018,,,,,,,,,,,False,2024,3.0,1.0,2019.0,False,False,2020,52.5,omp,609971,CPS ELEMENTARY - HARVARD,610592,CPS SECONDARY - ENGLEWOOD STEM HS,,,2023 - 2024,2024,30210000,CITY OF CHICAGO,,,,,44060000,BOARD OF EDUCATION,43030000,CHICAGO COMMUNITY COLLEGE DISTRICT 508,,,30210001,CITY OF CHICAGO LIBRARY FUND,50200000,CHICAGO PARK DISTRICT,,,,,30210650.0,TIF - CHICAGO - 79TH / VINCENNES,2023,732,52.0,61.0,2017,2028G_A,2024.0,202841000900002025
20284100100000,2028410010,2025,593,City,1,Lake,72,72260,72227,60620.0,-87.6300388613,41.7553424761,1176145.464035523,1854222.0845516392,170316912002,170316912002009,1701,1,1703114000,1714000,1703165,,,1709930,17031,31,17016,16,17031691200,60620,2024,1701,1,1703114000,1714000,1703165,,,1709930,17031,31,17016,16,17031691200,2023,3,2023,3,2023,1,2022,17,2023,,69,GREATER GRAND CROSSING,2018,,,,6,2018,,,,,,,,,,,False,2024,3.0,1.0,2019.0,False,False,2020,52.5,omp,609971,CPS ELEMENTARY - HARVARD,610592,CPS SECONDARY - ENGLEWOOD STEM HS,,,2023 - 2024,2024,30210000,CITY OF CHICAGO,,,,,44060000,BOARD OF EDUCATION,43030000,CHICAGO COMMUNITY COLLEGE DISTRICT 508,,,30210001,CITY OF CHICAGO LIBRARY FUND,50200000,CHICAGO PARK DISTRICT,,,,,30210650.0,TIF - CHICAGO - 79TH / VINCENNES,2023,732,52.0,61.0,2017,2028G_A,2024.0,202841001000002025
20284100110000,2028410011,2025,593,City,1,Lake,72,72260,72227,60620.0,-87.6300359182,41.755205683,1176146.674566882,1854172.2448857736,170316912002,170316912002009,1701,1,1703114000,1714000,1703165,,,1709930,17031,31,17016,16,17031691200,60620,2024,1701,1,1703114000,1714000,1703165,,,1709930,17031,31,17016,16,17031691200,2023,3,2023,3,2023,1,2022,17,2023,,69,GREATER GRAND CROSSING,2018,,,,6,2018,,,,,,,,,,,False,2024,3.0,1.0,2019.0,False,False,2020,52.5,omp,609971,CPS ELEMENTARY - HARVARD,610592,CPS SECONDARY - ENGLEWOOD STEM HS,,,2023 - 2024,2024,30210000,CITY OF CHICAGO,,,,,44060000,BOARD OF EDUCATION,43030000,CHICAGO COMMUNITY COLLEGE DISTRICT 508,,,30210001,CITY OF CHICAGO LIBRARY FUND,50200000,CHICAGO PARK DISTRICT,,,,,30210650.0,TIF - CHICAGO - 79TH / VINCENNES,2023,732,52.0,61.0,2017,2028G_A,2024.0,202841001100002025
20284100120000,2028410012,2025,580,City,1,Lake,72,72260,72227,60620.0,-87.6300329743,41.7550688897,1176147.8853035902,1854122.4051680784,170316912002,170316912002009,1701,1,1703114000,1714000,1703165,,,1709930,17031,31,17016,16,17031691200,60620,2024,1701,1,1703114000,1714000,1703165,,,1709930,17031,31,17016,16,17031691200,2023,3,2023,3,2023,1,2022,17,2023,,69,GREATER GRAND CROSSING,2018,,,,6,2018,,,,,,,,,,,False,2024,2.0,1.0,2019.0,False,False,2020,52.5,omp,609971,CPS ELEMENTARY - HARVARD,610592,CPS SECONDARY - ENGLEWOOD STEM HS,,,2023 - 2024,2024,30210000,CITY OF CHICAGO,,,,,44060000,BOARD OF EDUCATION,43030000,CHICAGO COMMUNITY COLLEGE DISTRICT 508,,,30210001,CITY OF CHICAGO LIBRARY FUND,50200000,CHICAGO PARK DISTRICT,,,,,30210650.0,TIF - CHICAGO - 79TH / VINCENNES,2023,732,52.0,61.0,2017,2028G_A,2024.0,202841001200002025
20284100130000,2028410013,2025,580,City,1,Lake,72,72260,72227,60620.0,-87.630030129,41.7549320812,1176149.0692053642,1854072.5596567008,170316912002,170316912002009,1701,1,1703114000,1714000,1703165,,,1709930,17031,31,17016,16,17031691200,60620,2024,1701,1,1703114000,1714000,1703165,,,1709930,17031,31,17016,16,17031691200,2023,3,2023,3,2023,1,2022,17,2023,,69,GREATER GRAND CROSSING,2018,,,,6,2018,,,,,,,,,,,False,2024,3.0,1.0,2019.0,False,False,2020,52.5,omp,609971,CPS ELEMENTARY - HARVARD,610592,CPS SECONDARY - ENGLEWOOD STEM HS,,,2023 - 2024,2024,30210000,CITY OF CHICAGO,,,,,44060000,BOARD OF EDUCATION,43030000,CHICAGO COMMUNITY COLLEGE DISTRICT 508,,,30210001,CITY OF CHICAGO LIBRARY FUND,50200000,CHICAGO PARK DISTRICT,,,,,30210650.0,TIF - CHICAGO - 79TH / VINCENNES,2023,732,52.0,61.0,2017,2028G_A,2024.0,202841001300002025
20284100140000,2028410014,2025,580,City,1,Lake,72,72260,72227,60620.0,-87.6300257395,41.7547271515,1176150.87734645,1853997.894832085,170316912002,170316912002009,1701,1,1703114000,1714000,1703165,,,1709930,17031,31,17016,16,17031691200,60620,2024,1701,1,1703114000,1714000,1703165,,,1709930,17031,31,17016,16,17031691200,2023,3,2023,3,2023,1,2022,17,2023,,69,GREATER GRAND CROSSING,2018,,,,6,2018,,,,,,,,,,,False,2024,3.0,1.0,2019.0,False,False,2020,52.5,omp,609971,CPS ELEMENTARY - HARVARD,610592,CPS SECONDARY - ENGLEWOOD STEM HS,,,2023 - 2024,2024,30210000,CITY OF CHICAGO,,,,,44060000,BOARD OF EDUCATION,43030000,CHICAGO COMMUNITY COLLEGE DISTRICT 508,,,30210001,CITY OF CHICAGO LIBRARY FUND,50200000,CHICAGO PARK DISTRICT,,,,,30210650.0,TIF - CHICAGO - 79TH / VINCENNES,2023,732,52.0,61.0,2017,2028G_A,2024.0,202841001400002025
20304280380000,2030428038,2025,517,City,1,Lake,72,72212,72226,60620.0,-87.6724937912,41.7504769798,1164575.0986844166,1852357.303448179,170317104006,170317104006006,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710400,60620,2024,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710400,2023,3,2023,3,2023,1,2022,17,2023,,71,AUBURN GRESHAM,2018,,,,6,2018,,,,,,,,,,,False,2024,1.0,0.0,2019.0,False,False,2020,56.0883026123,omp,609790,CPS ELEMENTARY - BARTON,609698,CPS SECONDARY - BOGAN HS,,,2023 - 2024,2024,30210000,CITY OF CHICAGO,,,,,44060000,BOARD OF EDUCATION,43030000,CHICAGO COMMUNITY COLLEGE DISTRICT 508,,,30210001,CITY OF CHICAGO LIBRARY FUND,50200000,CHICAGO PARK DISTRICT,,,,,30210627.0,TIF - CHICAGO - 79TH / SW HWY,2023,724,83.5,91.5,2017,2030G_B,2024.0,203042803800002025
20304280390000,2030428039,2025,517,City,1,Lake,72,72212,72226,60620.0,-87.6724021954,41.7504780775,1164600.089726573,1852357.895437832,170317104006,170317104006006,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710400,60620,2024,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710400,2023,3,2023,3,2023,1,2022,17,2023,,71,AUBURN GRESHAM,2018,,,,6,2018,,,,,,,,,,,False,2024,1.0,0.0,2019.0,False,False,2020,56.0883026123,omp,609790,CPS ELEMENTARY - BARTON,609698,CPS SECONDARY - BOGAN HS,,,2023 - 2024,2024,30210000,CITY OF CHICAGO,,,,,44060000,BOARD OF EDUCATION,43030000,CHICAGO COMMUNITY COLLEGE DISTRICT 508,,,30210001,CITY OF CHICAGO LIBRARY FUND,50200000,CHICAGO PARK DISTRICT,,,,,30210627.0,TIF - CHICAGO - 79TH / SW HWY,2023,724,83.5,91.5,2017,2030G_B,2024.0,203042803900002025
